This file includes the data from the calculated trajectory of Particle1 (proton)

Analytic formula for the resulting electric field:
0
REMARK: This does not include the electric field produced by the WOS objects 

Analytic formula for the resulting magnetic field:
(-1.0e-5*y*(-(20*z - 200)/(20*sqrt(y**2 + (x + 5)**2 + (z - 10)**2)) + (20*z + 200)/(20*sqrt(y**2 + (x + 5)**2 + (z + 10)**2)))/(sqrt(y**2 + (x + 5)**2)*sqrt(400*y**2 + (20*x + 100)**2)))*L.i + (5.0e-7*(20*x + 100)*(-(20*z - 200)/(20*sqrt(y**2 + (x + 5)**2 + (z - 10)**2)) + (20*z + 200)/(20*sqrt(y**2 + (x + 5)**2 + (z + 10)**2)))/(sqrt(y**2 + (x + 5)**2)*sqrt(400*y**2 + (20*x + 100)**2)))*L.j

Data concerning the trajectory of the particle (easily imported into excel matlab...):
t;x;y;z;v;a;E;B
0.07550000000000005;0.31068945457238567;0.0;-4.524947986666586;23.8660482720262*L.i + (-97.1078395780340)*L.k;2902.25709583313*L.i + 713.287915656886*L.k;(1.51493247033292e-5)*L.i + (3.72325052000436e-6)*L.k;(1.56005259018211e-7)*L.j
0.07600000000000005;0.32298377917528254;0.0;-4.5734102485266215;25.3111156729439*L.i + (-96.7412676896435)*L.k;2878.01250783762*L.i + 752.999637905050*L.k;(1.50227717744485e-5)*L.i + (3.93053945237689e-6)*L.k;(1.55288238656908e-7)*L.j
0.07650000000000005;0.3359975448149112;0.0;-4.62168431628999;26.7438157152456*L.i + (-96.3550654190340)*L.k;2852.78766136930*L.i + 791.809444532827*L.k;(1.48911020508086e-5)*L.i + (4.13312052733463e-6)*L.k;(1.54544149560983e-7)*L.j
0.07700000000000005;0.3497244478933632;0.0;-4.669760489226684;28.1636688053543*L.i + (-95.9496904598882)*L.k;2826.62469906561*L.i + 829.690392050412*L.k;(1.47545355103362e-5)*L.i + (4.33085310410655e-6)*L.k;(1.53773767288449e-7)*L.j
0.07750000000000005;0.36415795034564147;0.0;-4.717629298678707;29.5702166585560*L.i + (-95.5256134048058)*L.k;2799.56671374084*L.i + 866.617828279277*L.k;(1.46132970907312e-5)*L.i + (4.52360850220541e-6)*L.k;(1.52977894358081e-7)*L.j
0.07800000000000006;0.3792912904038627;0.0;-4.765281514221454;30.9630227380932*L.i + (-95.0833165936469)*L.k;2771.65760440809*L.i + 902.569416356465*L.k;(1.44676159379244e-5)*L.i + (4.71127012672642e-6)*L.k;(1.52157358164125e-7)*L.j
0.07850000000000006;0.39511749356301157;0.0;-4.812708149246905;32.3416726223267*L.i + (-94.6232929523944)*L.k;2742.94193252607*L.i + 937.525148653389*L.k;(1.43177246557084e-5)*L.i + (4.89373354100114e-6)*L.k;(1.51313008845803e-7)*L.j
0.07900000000000006;0.41162938371235525;0.0;-4.859900465965131;33.7057743002668*L.i + (-94.1460448275309)*L.k;2713.46477923418*L.i + 971.467350800667*L.k;(1.41638585605269e-5)*L.i + (5.07090648760653e-6)*L.k;(1.50445717121011e-7)*L.j
0.07950000000000006;0.42881959439687495;0.0;-4.906849979823087;35.0549583961525*L.i + (-93.6520828208126)*L.k;2683.27160430868*L.i + 1004.38067607238*L.k;(1.40062549452485e-5)*L.i + (5.24270885905162e-6)*L.k;(1.49556372093588e-7)*L.j
0.08000000000000006;0.44668058017349677;0.0;-4.953548463342091;36.3888783241139*L.i + (-93.1419246291844)*L.k;2652.40810753673*L.i + 1036.25209044069*L.k;(1.38451523555607e-5)*L.i + (5.40907261976498e-6)*L.k;(1.48645879043412e-7)*L.j
0.08050000000000006;0.4652046280275072;0.0;-4.999987949377691;37.7072103742894*L.i + (-92.6160938944080)*L.k;2620.92009316529*L.i + 1067.07084866466*L.k;(1.36807898824149e-5)*L.i + (5.56994168128220e-6)*L.k;(1.47715157208445e-7)*L.j
0.08100000000000006;0.48438386881530515;0.0;-5.046160733807875;39.0096537320902*L.i + (-92.0751190667856)*L.k;2588.85333803793*L.i + 1096.82846182518*L.k;(1.35134064737210e-5)*L.i + (5.72527173278316e-6)*L.k;(1.46765137567678e-7)*L.j
0.08150000000000006;0.5042102887005602;0.0;-5.092059377657721;40.2959304325960*L.i + (-91.5195322871392)*L.k;2556.25346398531*L.i + 1125.51865676050*L.k;(1.33432402682460e-5)*L.i + (5.87503002935207e-6)*L.k;(1.45796760633654e-7)*L.j
0.08200000000000006;0.5246757405519084;0.0;-5.137676708670586;41.5657852523388*L.i + (-90.9498682909754)*L.k;2523.16581498581*L.i + 1153.13732789447*L.k;(1.31705279544118e-5)*L.i + (6.01919514052837e-6)*L.k;(1.44810974263040e-7)*L.j
0.08250000000000006;0.5457719552715053;0.0;-5.183005822337851;42.8189855409754*L.i + (-90.3666633385065)*L.k;2489.63533956085*L.i + 1179.68248198126*L.k;(1.29955041564171e-5)*L.i + (6.15775666188287e-6)*L.k;(1.43808731493359e-7)*L.j
0.08300000000000006;0.5674905530250623;0.0;-5.228040082401001;44.0553209955698*L.i + (-89.7704541739320)*L.k;2455.70647881647*L.i + 1205.15417631678*L.k;(1.28184008498325e-5)*L.i + (6.29071489249134e-6)*L.k;(1.42790988413683e-7)*L.j
0.08350000000000006;0.5898230543453985;0.0;-5.272773120841454;45.2746033803961*L.i + (-89.1617770171058)*L.k;2421.42306048896*L.i + 1229.55445098797*L.k;(1.26394468085351e-5)*L.i + (6.41808048128599e-6)*L.k;(1.41758702076749e-7)*L.j
0.08400000000000006;0.6127608910830409;0.0;-5.317198837375033;46.4766661953428*L.i + (-88.5411665904223)*L.k;2386.82819929794*L.i + 1252.88725574607*L.k;(1.24588670845672e-5)*L.i + (6.53987404534594e-6)*L.k;(1.40712828459499e-7)*L.j
0.08450000000000006;0.6362954171789774;0.0;-5.361311398469331;47.6613642961314*L.i + (-87.9091551834606)*L.k;2351.96420385644*L.i + 1275.15837210057*L.k;(1.22768825222219e-5)*L.i + (6.65612576323973e-6)*L.k;(1.39654320478715e-7)*L.j
0.08500000000000006;0.6604179192363022;0.0;-5.4051052359034095;48.8285734696791*L.i + (-87.2662717576267)*L.k;2316.87249033415*L.i + 1296.37533123505*L.k;(1.20937093073787e-5)*L.i + (6.76687494655880e-6)*L.k;(1.38584126067901e-7)*L.j
0.08550000000000006;0.6851196268691805;0.0;-5.448575044890308;49.9781899680171*L.i + (-86.6130410927314)*L.k;2281.59350301790*L.i + 1316.54732834610*L.k;(1.19095585528415e-5)*L.i + (6.87216959278040e-6)*L.k;(1.37503186321164e-7)*L.j
0.08600000000000006;0.7103917228092782;0.0;-5.491715781783748;51.1101300042372*L.i + (-85.9499829771444)*L.k;2246.16664186273*L.i + 1335.68513400199*L.k;(1.17246359201671e-5)*L.i + (6.97206592257370e-6)*L.k;(1.36412433709340e-7)*L.j
0.08650000000000006;0.7362253527515488;0.0;-5.534522661391149;52.2243292139725*L.i + (-85.2776114428668)*L.k;2210.63019707829*L.i + 1353.80100310845*L.k;(1.15391412782161e-5)*L.i + (7.06662790461548e-6)*L.k;(1.35312790373137e-7)*L.j
0.08700000000000006;0.7626116349230242;0.0;-5.576991153915685;53.3207420859292*L.i + (-84.5964340465757)*L.k;2175.02129074869*L.i + 1370.90858205578*L.k;(1.13532683984178e-5)*L.i + (7.15592677091269e-6)*L.k;(1.34205166497550e-7)*L.j
0.08750000000000006;0.7895416693600121;0.0;-5.619116981550557;54.3993413649764*L.i + (-83.9069511974106)*L.k;2139.37582544004*L.i + 1387.02281460459*L.k;(1.11672046865098e-5)*L.i + (7.24004052554087e-6)*L.k;(1.33090458771316e-7)*L.j
0.08800000000000006;0.8170065468808475;0.0;-5.660896114748974;55.4601174312636*L.i + (-83.2096555319977)*L.k;2103.72843970871*L.i + 1402.15984704718*L.k;(1.09811309502980e-5)*L.i + (7.31905344960154e-6)*L.k;(1.31969548934638e-7)*L.j
0.08850000000000006;0.8449973577430674;0.0;-5.702324768193522;56.5030776587870*L.i + (-82.5050313369464)*L.k;2068.11247038497*L.i + 1416.33693315824*L.k;(1.07952212027833e-5)*L.i + (7.39305560507977e-6)*L.k;(1.30843302417903e-7)*L.j
0.08900000000000007;0.8735051999755707;0.0;-5.743399396488653;57.5282457567512*L.i + (-81.7935540188011)*L.k;2032.55992147164*L.i + 1429.57233942261*L.k;(1.06096424998172e-5)*L.i + (7.46214234014787e-6)*L.k;(1.29712567073589e-7)*L.j
0.08950000000000007;0.9025211873779765;0.0;-5.784116689599953;58.5356610969855*L.i + (-81.0756896211956)*L.k;1997.10143946544*L.i + 1441.88525099952*L.k;(1.04245548112832e-5)*L.i + (7.52641379831393e-6)*L.k;(1.28578172003046e-7)*L.j
0.09000000000000007;0.9320364571809964;0.0;-5.824473568063683;59.5253780305718*L.i + (-80.3518943887325)*L.k;1961.76629487993*L.i + 1453.29567885301*L.k;(1.02401109246497e-5)*L.i + (7.58597443365688e-6)*L.k;(1.27440926479326e-7)*L.j
0.09050000000000007;0.9620421773631886;0.0;-5.864467177989765;60.4974651967228*L.i + (-79.6226143769077)*L.k;1926.58236972401*L.i + 1463.82436844622*L.k;(1.00564563796096e-5)*L.i + (7.64093253422529e-6)*L.k;(1.26301618966711e-7)*L.j
0.09100000000000007;0.9925295536209451;0.0;-5.904094885881033;61.4520048268207*L.i + (-78.8882851072049)*L.k;1891.57615066779*L.i + 1473.49271036499*L.k;(9.87372943240706e-6)*L.i + (7.69139975550644e-6)*L.k;(1.25161016237138e-7)*L.j
0.09150000000000007;1.0234898359899862;0.0;-5.943354273291074;62.3890920463900*L.i + (-78.1493312663130)*L.k;1856.77272760911*L.i + 1482.32265320240*L.k;(9.69206104835511e-6)*L.i + (7.73749066569762e-6)*L.k;(1.24019862583198e-7)*L.j
0.09200000000000007;1.0549143251179864;0.0;-5.982243131342392;63.3088341776269*L.i + (-77.4061664482618)*L.k;1822.19579733879*L.i + 1490.33661900241*L.k;(9.51157492096778e-6)*L.i + (7.77932230433504e-6)*L.k;(1.22878879126963e-7)*L.j
0.09250000000000007;1.0867943781892266;0.0;-6.020759455126057;64.2113500449593*L.i + (-76.6591929381296)*L.k;1787.86767199059*L.i + 1497.55742152646*L.k;(9.33238751606722e-6)*L.i + (7.81701375565837e-6)*L.k;(1.21738763223422e-7)*L.j
0.09300000000000007;1.119121414503367;0.0;-6.058901438003223;65.0967692859451*L.i + (-75.9088015358546)*L.k;1753.80929195262*L.i + 1504.00818757333*L.k;(9.15460813917971e-6)*L.i + (7.85068573791300e-6)*L.k;(1.20600187956930e-7)*L.j
0.09350000000000007;1.1518869207115456;0.0;-6.096667465828189;65.9652316696611*L.i + (-75.1553714185740)*L.k;1720.04024291135*L.i + 1509.71228154934*L.k;(8.97833902450226e-6)*L.i + (7.88046020961815e-6)*L.k;(1.19463801728637e-7)*L.j
0.09400000000000007;1.1850824557140454;0.0;-6.134056111111853;66.8168864245628*L.i + (-74.3992700398233)*L.k;1686.57877669551*L.i + 1514.69323345335*L.k;(8.80367544370474e-6)*L.i + (7.90645999365996e-6)*L.k;(1.18330227932542e-7)*L.j
0.09450000000000007;1.2186996552247176;0.0;-6.1710661271435345;67.6518915776334*L.i + (-73.6408530638576)*L.k;1653.44183558709*L.i + 1518.97467040953*L.k;(8.63070583282936e-6)*L.i + (7.92880841990351e-6)*L.k;(1.17200064717448e-7)*L.j
0.09500000000000007;1.2527302360082202;0.0;-6.207696442088303;68.4704133064722*L.i + (-72.8804643332925)*L.k;1620.64507976805*L.i + 1522.58025185073*L.k;(8.45951193555825e-6)*L.i + (7.94762898685999e-6)*L.k;(1.16073884831821e-7)*L.j
0.09550000000000007;1.2871659997969112;0.0;-6.243946153075987;69.2726253058082*L.i + (-72.1184358682233)*L.k;1588.20291757572*L.i + 1525.53360842601*L.k;(8.29016896114179e-6)*L.i + (7.96304504279378e-6)*L.k;(1.14952235548242e-7)*L.j
0.09600000000000007;1.3219988368949407;0.0;-6.279814520297148;70.0587081697635*L.i + (-71.3550878949471)*L.k;1556.12853824579*L.i + 1527.85828467879*L.k;(8.12274575531191e-6)*L.i + (7.97517948651140e-6)*L.k;(1.13835638663957e-7)*L.j
0.09650000000000007;1.3572207294777094;0.0;-6.315300961120343;70.8288487910325*L.i + (-70.5907289023984)*L.k;1524.43394682989*L.i + 1529.57768551610*L.k;(7.95730498254639e-6)*L.i + (7.98415448793942e-6)*L.k;(1.12724590573764e-7)*L.j
0.09700000000000007;1.392823754595401;0.0;-6.350405044244061;71.5832397779860*L.i + (-69.8256557244030)*L.k;1493.13000098433*L.i + 1530.71502646552*L.k;(7.79390331810027e-6)*L.i + (7.99009122847348e-6)*L.k;(1.11619562411351e-7)*L.j
0.09750000000000007;1.428800086889769;0.0;-6.385126483895763;72.3220788905665*L.i + (-69.0601536458631)*L.k;1462.22644933769*L.i + 1531.29328769411*L.k;(7.63259164827845e-6)*L.i + (7.99310966096449e-6)*L.k;(1.10521000255025e-7)*L.j
0.09800000000000007;1.4651420010337524;0.0;-6.4194651340895375;73.0455684956902*L.i + (-68.2944965310037)*L.k;1431.73197115700*L.i + 1531.33517174350*L.k;(7.47341527748720e-6)*L.i + (7.99332828910224e-6)*L.k;(1.09429325393692e-7)*L.j
0.09850000000000007;1.5018418739038186;0.0;-6.453420982952924;73.7539150427409*L.i + (-67.5289469718386)*L.k;1401.65421704593*L.i + 1530.86306491666*L.k;(7.31641414067211e-6)*L.i + (7.99086396586060e-6)*L.k;(1.08344934648858e-7)*L.j
0.09900000000000007;1.5388921864951932;0.0;-6.486994147132579;74.4473285596080*L.i + (-66.7637564550506)*L.k;1371.99985042221*L.i + 1529.89900223566*L.k;(7.16162301982366e-6)*L.i + (7.98583171058250e-6)*L.k;(1.07268200748367e-7)*L.j
0.09950000000000007;1.57628552559033;0.0;-6.520184866287542;75.1260221695976*L.i + (-65.9991655455229)*L.k;1342.77458953635*L.i + 1528.46463587494*L.k;(7.00907176330849e-6)*L.i + (7.97834454420662e-6)*L.k;(1.06199472747618e-7)*L.j
0.10000000000000007;1.614014585191113;0.0;-6.5529934976779955;75.7902116294340*L.i + (-65.2354040848137)*L.k;1313.98324980914*L.i + 1526.58120696203*L.k;(6.85878550686428e-6)*L.i + (7.96851334207150e-6)*L.k;(1.05139076493963e-7)*L.j
0.10050000000000008;1.6520721677253596;0.0;-6.585420510856593;76.4401148884564*L.i + (-64.4726914029165)*L.k;1285.62978628065*L.i + 1524.26952062664*L.k;(6.71078489517700e-6)*L.i + (7.95644670367567e-6)*L.k;(1.04087315130072e-7)*L.j
0.10100000000000008;1.690451185038228;0.0;-6.617466482468577;77.0759516690214*L.i + (-63.7112365417174)*L.k;1257.71733597941*L.i + 1521.54992416988*L.k;(6.56508630304120e-6)*L.i + (7.94225083872472e-6)*L.k;(1.03044469632095e-7)*L.j
0.10150000000000008;1.7291446591791066;0.0;-6.649132091166178;77.6979430680253*L.i + (-62.9512384886204)*L.k;1230.24826003587*L.i + 1518.44228821818*L.k;(6.42170205518578e-6)*L.i + (7.92602946875731e-6)*L.k;(1.02010799378544e-7)*L.j
0.10200000000000008;1.768145722994506;0.0;-6.680418112641994;78.3063111793792*L.i + (-62.1928864188858)*L.k;1203.22418537999*L.i + 1514.96599072005*L.k;(6.28064064392873e-6)*L.i + (7.90788374361113e-6)*L.k;(1.00986542745915e-7)*L.j
0.10250000000000008;1.807447620537367;0.0;-6.711325414785369;78.9012787371937*L.i + (-61.4363599452958)*L.k;1176.64604587793*L.i + 1511.13990364004*L.k;(6.14190694390435e-6)*L.i + (7.88791217196726e-6)*L.k;(9.99719177272210e-8)*L.j
0.10300000000000008;1.8470437073030632;0.0;-6.741854952965117;79.4830687793577*L.i + (-60.6818293738356)*L.k;1150.51412277796*L.i + 1506.98238220080*L.k;(6.00550242318415e-6)*L.i + (7.86621056519557e-6)*L.k;(9.89671225697125e-8)*L.j
0.10350000000000008;1.8869274503021973;0.0;-6.772007765441263;80.0519043311396*L.i + (-59.9294559641547)*L.k;1124.82808434984*L.i + 1502.51125652275*L.k;(5.87142535018864e-6)*L.i + (7.84287199371501e-6)*L.k;(9.79723364282481e-8)*L.j
0.10400000000000008;1.9270924279801005;0.0;-6.801784968907933;80.6080081083812*L.i + (-59.1793921936464)*L.k;1099.58702461643*L.i + 1497.74382551022*L.k;(5.73967099585987e-6)*L.i + (7.81798675508011e-6)*L.k;(9.69877200309217e-8)*L.j
0.10450000000000008;1.9675323299927072;0.0;-6.831187754168903;81.1516022398076*L.i + (-58.4317820240605)*L.k;1074.78950108916*L.i + 1492.69685283341*L.k;(5.61023183063485e-6)*L.i + (7.79164235300781e-6)*L.k;(9.60134163537405e-8)*L.j
0.10500000000000008;2.0082409568482364;0.0;-6.860217381946842;81.6829080079379*L.i + (-57.6867611696378)*L.k;1050.43357143215*L.i + 1487.38656485742*L.k;(5.48309771582630e-6)*L.i + (7.76392348656694e-6)*L.k;(9.50495513013219e-8)*L.j
0.10550000000000008;2.049212219423842;0.0;-6.888875178826759;82.2021456080438*L.i + (-56.9444573658306)*L.k;1026.51682899155*L.i + 1481.82865037151*L.k;(5.35825608908045e-6)*L.i + (7.73491204876522e-6)*L.k;(9.40962343907700e-8)*L.j
0.10600000000000008;2.090440138366109;0.0;-6.917162533333746;82.7095339245763*L.i + (-56.2049906377439)*L.k;1003.03643713839*L.i + 1476.03826197530*L.k;(5.23569214364100e-6)*L.i + (7.70468713378492e-6)*L.k;(9.31535594360771e-8)*L.j
0.10650000000000008;2.13191884338398;0.0;-6.9450808921446665;83.2052903244568*L.i + (-55.4684735675045)*L.k;979.989162383457*L.i + 1470.03001898228*L.k;(5.11538900120383e-6)*L.i + (7.67332505213872e-6)*L.k;(9.22216052305919e-8)*L.j
0.10700000000000008;2.1736425724423913;0.0;-6.9726317564330795;83.6896304666109*L.i + (-54.7350115598326)*L.k;957.371406233086*L.i + 1463.81801170535*L.k;(4.99732787819904e-6)*L.i + (7.64089935303962e-6)*L.k;(9.13004362252827e-8)*L.j
0.10750000000000008;2.2156056708645724;0.0;-6.999816678346334;84.1627681271101*L.i + (-54.0047031051577)*L.k;935.179235763535*L.i + 1457.41580699406*L.k;(4.88148824538444e-6)*L.i + (7.60748085330445e-6)*L.k;(9.03901032007179e-8)*L.j
0.10800000000000008;2.257802590350663;0.0;-7.026637257613457;84.6249150392761*L.i + (-53.2776400396846)*L.k;913.408412900298*L.i + 1450.83645489839*L.k;(4.76784798067896e-6)*L.i + (7.57313767213765e-6)*L.k;(8.94906439308698e-8)*L.j
0.10850000000000008;2.3002278879199576;0.0;-7.053095138282175;85.0762807481002*L.i + (-52.5539078018752)*L.k;892.054422396310*L.i + 1444.09249633940*L.k;(4.65638351520442e-6)*L.i + (7.53793527117097e-6)*L.k;(8.86020838370318e-8)*L.j
0.10900000000000008;2.3428762247837773;0.0;-7.079192005583165;85.5170724783268*L.i + (-51.8335856848721)*L.k;871.112498510012*L.i + 1437.19597167291*L.k;(4.54706997254088e-6)*L.i + (7.50193649916446e-6)*L.k;(8.77244366303160e-8)*L.j
0.10950000000000008;2.3857423651556378;0.0;-7.104929582919393;85.9474950155519*L.i + (-51.1167470844443)*L.k;850.577650390542*L.i + 1430.15843003824*L.k;(4.43988130123328e-6)*L.i + (7.46520164080545e-6)*L.k;(8.68577049413712e-8)*L.j
0.11000000000000008;2.4288211750050572;0.0;-7.130309628978211;86.3677505996953*L.i + (-50.4034597420873)*L.k;830.444686182975*L.i + 1422.99093939004*L.k;(4.33479040061705e-6)*L.i + (7.42778846907319e-6)*L.k;(8.60018809361233e-8)*L.j
0.11050000000000008;2.472107620761038;0.0;-7.1553339349637195;86.7780388302089*L.i + (-49.6937859829604)*L.k;810.708235871512*L.i + 1415.70409711736*L.k;(4.23176924005594e-6)*L.i + (7.38975230066847e-6)*L.k;(8.51569469165029e-8)*L.j
0.11100000000000008;2.515596767970926;0.0;-7.180004321946728;87.1785565823975*L.i + (-48.9877829483911)*L.k;791.362772882932*L.i + 1408.30804115988*L.k;(4.13078897170858e-6)*L.i + (7.35114605403904e-6)*L.k;(8.43228759052677e-8)*L.j
0.11150000000000009;2.5592837799200594;0.0;-7.204322638329563;87.5694979342374*L.i + (-48.2855028227167)*L.k;772.402634476409*L.i + 1400.81246153773*L.k;(4.03182003696022e-6)*L.i + (7.31202030956292e-6)*L.k;(8.34996322141769e-8)*L.j
0.11200000000000009;2.603163916217297;0.0;-7.228290757422824;87.9510541030938*L.i + (-47.5869930542781)*L.k;753.822040949111*L.i + 1393.22661221648*L.k;(3.93483226667283e-6)*L.i + (7.27242337148212e-6)*L.k;(8.26871719949016e-8)*L.j
0.11250000000000009;2.647232531351236;0.0;-7.251910575131143;88.3234133917535*L.i + (-46.8922965704152)*L.k;735.615113689747*L.i + 1385.55932323527*L.k;(3.83979497542182e-6)*L.i + (7.23240133120962e-6)*L.k;(8.18854437721851e-8)*L.j
0.11300000000000009;2.6914850732216324;0.0;-7.275184007744907;88.6867611432045*L.i + (-46.2014519863485)*L.k;717.775892114519*L.i + 1377.81901303137*L.k;(3.74667704989903e-6)*L.i + (7.19199813166137e-6)*L.k;(8.10943889588795e-8)*L.j
0.11350000000000009;2.7359170816502596;0.0;-7.298112989834876;89.0412797036136*L.i + (-45.5144938078657)*L.k;700.298349521844*L.i + 1370.01370089979*L.k;(3.65544703167190e-6)*L.i + (7.15125563229353e-6)*L.k;(8.03139423525962e-8)*L.j
0.11400000000000009;2.780524186875172;0.0;-7.320699472246576;89.3871483929700*L.i + (-44.8314526277578)*L.k;683.176407903630*L.i + 1362.15101953186*L.k;(3.56607319449593e-6)*L.i + (7.11021367455226e-6)*L.k;(7.95440326138053e-8)*L.j
0.11450000000000009;2.825302108032079;0.0;-7.342945420191348;89.7245434828839*L.i + (-44.1523553159794)*L.k;666.403951752010*L.i + 1354.23822758196*L.k;(3.47852361638377e-6)*L.i + (7.06891014746945e-6)*L.k;(7.87845827253100e-8)*L.j
0.11500000000000009;2.8702466516262835;0.0;-7.3648528114308975;90.0536381810472*L.i + (-43.4772252035300)*L.k;649.974840901229*L.i + 1346.28222221569*L.k;(3.39276624663771e-6)*L.i + (7.02738105316278e-6)*L.k;(7.80355104331075e-8)*L.j
0.11550000000000009;2.9153537099983975;0.0;-7.386423634552227;90.3746026218837*L.i + (-42.8060822600765)*L.k;633.882922444787*L.i + 1338.28955159813*L.k;(3.30876896805542e-6)*L.i + (6.98566057202208e-6)*L.k;(7.72967286687193e-8)*L.j
0.11600000000000009;2.960619259786817;0.0;-7.407659887329822;90.6876038629370*L.i + (-42.1389432653559)*L.k;618.122041768198*L.i + 1330.26642728442*L.k;(3.22649965451911e-6)*L.i + (6.94378112738637e-6)*L.k;(7.65681459531458e-8)*L.j
0.11650000000000009;3.0060393603897153;0.0;-7.428563575171992;90.9928058865634*L.i + (-41.4758219744149)*L.k;602.686052737628*L.i + 1322.21873647940*L.k;(3.14592622417868e-6)*L.i + (6.90177344953723e-6)*L.k;(7.58496667826581e-8)*L.j
0.11700000000000009;3.0516101524291095;0.0;-7.449136709648319;91.2903696065189*L.i + (-40.8167292767609)*L.k;587.568827084464*L.i + 1314.15205413669*L.k;(3.06701668843766e-6)*L.i + (6.85966663885394e-6)*L.k;(7.51411919966935e-8)*L.j
0.11750000000000009;3.09732785621934;0.0;-7.469381307095169;91.5804528790464*L.i + (-40.1616733495090)*L.k;572.764263025357*L.i + 1306.07165487105*L.k;(2.98973919694848e-6)*L.i + (6.81748822799453e-6)*L.k;(7.44426191281703e-8)*L.j
0.11800000000000009;3.1431887702421286;0.0;-7.4892993872963105;91.8632105180919*L.i + (-39.5106598046258)*L.k;558.266293156738*L.i + 1297.98252466157*L.k;(2.91406207882061e-6)*L.i + (6.77526424298411e-6)*L.k;(7.37538427365769e-8)*L.j
0.11850000000000009;3.1891892696301896;0.0;-7.5088929722356985;92.1387943142966*L.i + (-38.8636918303790)*L.k;544.068891661999*L.i + 1289.88937232583*L.k;(2.83995388024092e-6)*L.i + (6.73301926310839e-6)*L.k;(7.30747547242271e-8)*L.j
0.11900000000000009;3.2353258046611915;0.0;-7.528164084919569;92.4073530574293*L.i + (-38.2207703271104)*L.k;530.166080868695*L.i + 1281.79664074843*L.k;(2.76738339870119e-6)*L.i + (6.69077647952489e-6)*L.k;(7.24052446361012e-8)*L.j
0.11950000000000009;3.2815948992637214;0.0;-7.547114748265027;92.6690325619445*L.i + (-37.5818940374608)*L.k;516.551937192127*L.i + 1273.70851784983*L.k;(2.69631971402273e-6)*L.i + (6.64855775251849e-6)*L.k;(7.17451999437209e-8)*L.j
0.12000000000000009;3.3279931495367316;0.0;-7.565746984052404;92.9239756953676*L.i + (-36.9470596711774)*L.k;503.220596500629*L.i + 1265.62894728383*L.k;(2.62673221636232e-6)*L.i + (6.60638366734062e-6)*L.k;(7.10945063135234e-8)*L.j
0.1205000000000001;3.3745172222838167;0.0;-7.584062811938682;93.1723224092270*L.i + (-36.3162620246429)*L.k;490.166258936747*L.i + 1257.56163885435*L.k;(2.55859063137798e-6)*L.i + (6.56427358858311e-6)*L.k;(7.04530478602185e-8)*L.j
0.1210000000000001;3.4211638535635247;0.0;-7.602064248529413;93.4142097722680*L.i + (-35.6894940952682)*L.k;477.383193227340*L.i + 1249.51007864412*L.k;(2.49186504272705e-6)*L.i + (6.52224571304849e-6)*L.k;(6.98207073856224e-8)*L.j
0.1215000000000001;3.4679298472567863;0.0;-7.619753306506583;93.6497720057034*L.i + (-35.0667471908947)*L.k;464.865740514389*L.i + 1241.47753884990*L.k;(2.42652591206239e-6)*L.i + (6.48031712108816e-6)*L.k;(6.91973666034751e-8)*L.j
0.1220000000000001;3.514812073652419;0.0;-7.637131993809957;93.8791405202663*L.i + (-34.4480110343522)*L.k;452.608317737113*L.i + 1233.46708732036*L.k;(2.36254409668652e-6)*L.i + (6.43850382638886e-6)*L.k;(6.85829063507479e-8)*L.j
0.1225000000000001;3.561807468051552;0.0;-7.654202312869545;94.1024439548493*L.i + (-33.8332738633234)*L.k;440.605420594676*L.i + 1225.48159679456*L.k;(2.29989086501641e-6)*L.i + (6.39682082419570e-6)*L.k;(6.79772067859552e-8)*L.j
0.1230000000000001;3.60891302939172;0.0;-7.6709662598868515;94.3198082165273*L.i + (-33.2225225256648)*L.k;428.851626117551*L.i + 1217.52375383993*L.k;(2.23853791000570e-6)*L.i + (6.35528213796736e-6)*L.k;(6.73801475749828e-8)*L.j
0.1235000000000001;3.6561258188912618;0.0;-7.687425824162692;94.5313565217753*L.i + (-32.6157425703323)*L.k;417.341594874327*L.i + 1209.59606749036*L.k;(2.17845736066380e-6)*L.i + (6.31390086446534e-6)*L.k;(6.67916080649427e-8)*L.j
0.1240000000000001;3.703442958714587;0.0;-7.703582987469412;94.7372094387037*L.i + (-32.0129183340632)*L.k;406.070072839495*L.i + 1201.70087758571*L.k;(2.11962179180549e-6)*L.i + (6.27268921728507e-6)*L.k;(6.62114674465595e-8)*L.j
0.1245000000000001;3.7508616306587714;0.0;-7.719439723465419;94.9374849301502*L.i + (-31.4140330239630)*L.k;395.031892946508*L.i + 1193.84036281533*L.k;(2.06200423215763e-6)*L.i + (6.23165856884157e-6)*L.k;(6.56396049055902e-8)*L.j
0.12500000000000008;3.798379074861873;0.0;-7.734997997150025;95.1322983974742*L.i + (-30.8190687961420)*L.k;384.221976349205*L.i + 1186.01654846875*L.k;(2.00557817094356e-6)*L.i + (6.19081949082706e-6)*L.k;(6.50758997637672e-8)*L.j
0.12550000000000008;3.845992588533287;0.0;-7.750259764356654;95.3217627249148*L.i + (-30.2280068305503)*L.k;373.635333413468*L.i + 1178.23131389773*L.k;(1.95031756305945e-6)*L.i + (6.15018179316155e-6)*L.k;(6.45202316097486e-8)*L.j
